PLANET,MASS,RADIUS,PERIOD,ECC,OMEGA,THZC,THZO,TEQA,TEQB,TEQC,TEQD,OHZIN,CHZIN,CHZOUT,OHZOUT
Kepler-1284 b                 ,       ,  0.108,      0.7,0.000, 90.0,  0.0,  0.0,2202.2,1851.8,2202.2,1851.8,  0.484,  0.613,  1.103,  1.164
Kepler-1285 b                 ,       ,  0.087,     14.8,0.000, 90.0,  0.0,  0.0,1130.5, 950.6,1130.5, 950.6,  1.070,  1.355,  2.368,  2.498
Kepler-1286 b                 ,       ,  0.192,     11.3,0.000, 90.0,  0.0,  0.0,1041.6, 875.9,1041.6, 875.9,  0.730,  0.925,  1.633,  1.722
Kepler-1287 b                 ,       ,  0.137,     11.5,0.000, 90.0,  0.0,  0.0,1013.7, 852.4,1013.7, 852.4,  0.693,  0.878,  1.551,  1.635
Kepler-1288 b                 ,       ,  0.100,      2.8,0.000, 90.0,  0.0,  0.0,1973.8,1659.7,1973.8,1659.7,  1.068,  1.352,  2.365,  2.494
Kepler-1289 b                 ,       ,  0.136,      8.0,0.000, 90.0,  0.0,  0.0,1327.0,1115.9,1327.0,1115.9,  0.955,  1.209,  2.117,  2.233
Kepler-128 b                  ,  0.012,  0.127,     15.0,0.000, 90.0,  0.0,  0.0,1263.7,1062.6,1263.7,1062.6,  1.351,  1.711,  2.997,  3.161
Kepler-128 c                  ,  0.011,  0.136,     22.8,0.037, 90.0,  0.0,  0.0,1120.0, 941.8,1079.3, 907.6,  1.351,  1.711,  2.997,  3.161
Kepler-1290 b                 ,       ,  0.127,      4.7,0.000, 90.0,  0.0,  0.0,1347.5,1133.1,1347.5,1133.1,  0.675,  0.855,  1.512,  1.595
Kepler-1291 b                 ,       ,  0.148,      8.6,0.000, 90.0,  0.0,  0.0, 959.7, 807.0, 959.7, 807.0,  0.505,  0.640,  1.149,  1.212
Kepler-1292 b                 ,       ,  0.162,      3.3,0.000, 90.0,  0.0,  0.0,1491.2,1254.0,1491.2,1254.0,  0.654,  0.828,  1.470,  1.551
Kepler-1293 b                 ,       ,  0.087,      5.6,0.000, 90.0,  0.0,  0.0,1587.5,1335.0,1587.5,1335.0,  1.090,  1.381,  2.409,  2.541
Kepler-1294 b                 ,       ,  0.285,    115.7,0.000, 90.0,  0.0,  0.0, 479.3, 403.0, 479.3, 403.0,  0.728,  0.922,  1.626,  1.715
Kepler-1295 b                 ,       ,  0.138,      3.8,0.000, 90.0,  0.0,  0.0,1376.7,1157.7,1376.7,1157.7,  0.613,  0.776,  1.380,  1.456
Kepler-1296 b                 ,       ,  0.081,      8.4,0.000, 90.0,  0.0,  0.0,1008.1, 847.7,1008.1, 847.7,  0.549,  0.696,  1.242,  1.310
Kepler-1297 b                 ,       ,  0.087,      1.7,0.000, 90.0,  0.0,  0.0,1998.4,1680.5,1998.4,1680.5,  0.752,  0.952,  1.677,  1.769
Kepler-1298 b                 ,       ,  0.117,      7.1,0.000, 90.0,  0.0,  0.0,1794.5,1509.0,1794.5,1509.0,  1.747,  2.212,  3.854,  4.065
Kepler-1299 b                 ,       ,  0.266,     19.9,0.000, 90.0,  0.0,  0.0, 817.1, 687.1, 817.1, 687.1,  0.650,  0.824,  1.459,  1.539
Kepler-129 b                  ,  0.063,  0.214,     15.8,0.000, 90.0,  0.0,  0.0,1179.7, 992.0,1179.7, 992.0,  1.238,  1.568,  2.766,  2.918
Kepler-129 c                  ,  0.135,  0.225,     82.2,0.000, 90.0,  0.0,  0.0, 681.1, 572.7, 681.1, 572.7,  1.238,  1.568,  2.766,  2.918
Kepler-129 d                  ,  8.300,       ,   2646.0,0.150,190.0,  0.0,  0.0, 230.7, 194.0, 198.3, 166.8,  1.238,  1.568,  2.766,  2.918
Kepler-12 b                   ,  0.432,  1.754,      4.4,0.000, 90.0,  0.0,  0.0,1765.8,1484.8,1765.8,1484.8,  1.167,  1.479,  2.597,  2.739
Kepler-1300 b                 ,       ,  0.122,     22.2,0.000, 90.0,  0.0,  0.0,1145.6, 963.3,1145.6, 963.3,  1.480,  1.875,  3.280,  3.459
Kepler-1301 b                 ,       ,  0.125,      9.1,0.000, 90.0,  0.0,  0.0, 942.4, 792.5, 942.4, 792.5,  0.507,  0.642,  1.154,  1.217
Kepler-1302 b                 ,       ,  0.128,      8.8,0.000, 90.0,  0.0,  0.0, 963.8, 810.5, 963.8, 810.5,  0.521,  0.660,  1.185,  1.249
Kepler-1303 b                 ,       ,  0.127,      7.6,0.000, 90.0,  0.0,  0.0,1203.1,1011.7,1203.1,1011.7,  0.749,  0.949,  1.674,  1.765
Kepler-1304 b                 ,       ,  0.204,     16.1,0.000, 90.0,  0.0,  0.0, 788.9, 663.4, 788.9, 663.4,  0.519,  0.657,  1.178,  1.242
Kepler-1305 b                 ,       ,  0.168,     13.6,0.000, 90.0,  0.0,  0.0, 964.9, 811.4, 964.9, 811.4,  0.705,  0.893,  1.578,  1.664
Kepler-1306 b                 ,       ,  0.170,     16.3,0.000, 90.0,  0.0,  0.0, 914.9, 769.4, 914.9, 769.4,  0.718,  0.909,  1.605,  1.693
Kepler-1307 b                 ,       ,  0.220,     18.0,0.000, 90.0,  0.0,  0.0, 946.8, 796.1, 946.8, 796.1,  0.835,  1.058,  1.861,  1.963
Kepler-1308 b                 ,       ,  0.046,      2.1,0.000, 90.0,  0.0,  0.0, 770.4, 647.9, 770.4, 647.9,  0.100,  0.127,  0.247,  0.261
Kepler-1309 b                 ,       ,  0.211,     28.8,0.000, 90.0,  0.0,  0.0, 642.9, 540.7, 642.9, 540.7,  0.509,  0.644,  1.155,  1.219
Kepler-130 b                  ,       ,  0.091,      8.5,0.000, 90.0,  0.0,  0.0,1274.2,1071.5,1274.2,1071.5,  0.872,  1.104,  1.942,  2.048
Kepler-130 c                  ,       ,  0.259,     27.5,0.000,  0.0,  0.0,  0.0, 858.4, 721.8, 858.4, 721.8,  0.892,  1.129,  1.986,  2.095
Kepler-130 d                  ,       ,  0.146,     87.5,0.000, 90.0,  0.0,  0.0, 583.3, 490.5, 583.3, 490.5,  0.872,  1.104,  1.942,  2.048
Kepler-1310 b                 ,       ,  0.128,      0.7,0.000, 90.0,  0.0,  0.0,2465.4,2073.1,2465.4,2073.1,  0.618,  0.782,  1.389,  1.465
Kepler-1311 b                 ,       ,  0.111,     11.2,0.000, 90.0,  0.0,  0.0,1236.8,1040.0,1236.8,1040.0,  1.042,  1.320,  2.329,  2.457
Kepler-1311 c                 ,       ,  0.109,      2.5,0.000, 90.0,  0.0,  0.0,2027.6,1705.0,2027.6,1705.0,  1.042,  1.320,  2.329,  2.457
Kepler-1311 d                 ,       ,  0.862,    197.5,0.000, 90.0,  0.0,  0.0, 508.7, 427.8, 508.7, 427.8,  1.199,  1.518,  2.690,  2.837
Kepler-1312 b                 ,       ,  0.187,      5.4,0.000, 90.0,  0.0,  0.0,1279.8,1076.2,1279.8,1076.2,  0.679,  0.860,  1.519,  1.602
Kepler-1312 c                 ,       ,  0.092,      1.1,0.000, 90.0,  0.0,  0.0,2156.6,1813.5,2156.6,1813.5,  0.668,  0.847,  1.495,  1.577
Kepler-1313 b                 ,       ,  0.157,      3.8,0.000, 90.0,  0.0,  0.0,1335.0,1122.6,1335.0,1122.6,  0.579,  0.734,  1.306,  1.378
Kepler-1314 b                 ,       ,  0.456,      5.4,0.000, 90.0,  0.0,  0.0, 817.0, 687.1, 817.0, 687.1,  0.250,  0.317,  0.595,  0.628
Kepler-1315 b                 ,       ,  0.123,      0.8,0.000, 90.0,  0.0,  0.0,1895.4,1593.8,1895.4,1593.8,  0.419,  0.530,  0.965,  1.018
Kepler-1315 c                 ,       ,  0.165,      6.6,0.000, 90.0,  0.0,  0.0,1010.7, 849.9,1010.7, 849.9,  0.470,  0.596,  1.086,  1.145
Kepler-1316 b                 ,       ,  0.316,     88.0,0.000, 90.0,  0.0,  0.0, 570.1, 479.4, 570.1, 479.4,  0.866,  1.097,  1.930,  2.036
Kepler-1317 b                 ,       ,  0.139,      0.6,0.000, 90.0,  0.0,  0.0,2332.9,1961.7,2332.9,1961.7,  0.487,  0.617,  1.110,  1.171
Kepler-1318 b                 ,       ,  0.277,    213.3,0.000, 90.0,100.0,100.0, 278.1, 233.9, 278.1, 233.9,  0.353,  0.448,  0.824,  0.869
Kepler-1319 b                 ,       ,  0.120,      2.9,0.000, 90.0,  0.0,  0.0, 851.6, 716.1, 851.6, 716.1,  0.176,  0.223,  0.431,  0.454
Kepler-131 b                  ,  0.051,  0.215,     16.1,0.000, 90.0,  0.0,  0.0, 933.6, 785.0, 933.6, 785.0,  0.753,  0.953,  1.686,  1.778
Kepler-131 c                  ,  0.026,  0.075,     25.5,0.000, 90.0,  0.0,  0.0, 800.6, 673.2, 800.6, 673.2,  0.753,  0.953,  1.686,  1.778
Kepler-1320 b                 ,       ,  0.152,      0.9,0.000, 90.0,  0.0,  0.0,1847.6,1553.6,1847.6,1553.6,  0.406,  0.515,  0.939,  0.990
Kepler-1321 b                 ,       ,  0.439,     11.1,0.000, 90.0,  0.0,  0.0, 606.3, 509.9, 606.3, 509.9,  0.215,  0.273,  0.515,  0.543
Kepler-1321 c                 ,       ,  0.214,      2.2,0.000, 90.0,  0.0,  0.0,1036.7, 871.7,1036.7, 871.7,  0.215,  0.273,  0.515,  0.543
Kepler-1321 d                 ,       ,  0.234,      5.7,0.000, 90.0,  0.0,  0.0, 661.2, 556.0, 661.2, 556.0,  0.163,  0.206,  0.398,  0.420
Kepler-1322 b                 ,       ,  0.144,      1.0,0.000, 90.0,  0.0,  0.0,2162.3,1818.2,2162.3,1818.2,  0.599,  0.759,  1.350,  1.424
Kepler-1322 c                 ,       ,  0.192,      6.5,0.000, 90.0,  0.0,  0.0,1146.1, 963.8,1146.1, 963.8,  0.591,  0.748,  1.322,  1.395
Kepler-1323 b                 ,       ,  0.136,      0.9,0.000, 90.0,  0.0,  0.0,2981.6,2507.2,2981.6,2507.2,  1.170,  1.482,  2.590,  2.731
Kepler-1324 b                 ,       ,  0.135,      4.1,0.000, 90.0,  0.0,  0.0,1087.7, 914.7,1087.7, 914.7,  0.395,  0.500,  0.913,  0.963
Kepler-1325 b                 ,       ,  0.255,     33.9,0.000, 90.0,  0.0,  0.0, 678.8, 570.8, 678.8, 570.8,  0.639,  0.809,  1.436,  1.515
Kepler-1326 b                 ,       ,  0.373,     42.4,0.000, 90.0,  0.0,  0.0, 980.4, 824.4, 980.4, 824.4,  1.673,  2.119,  3.670,  3.871
Kepler-1327 b                 ,       ,  0.161,     14.9,0.000, 90.0,  0.0,  0.0, 991.8, 834.0, 991.8, 834.0,  0.797,  1.009,  1.775,  1.873
Kepler-1328 b                 ,       ,  0.087,      4.5,0.000, 90.0,  0.0,  0.0,1425.4,1198.6,1425.4,1198.6,  0.744,  0.942,  1.661,  1.752
Kepler-1329 b                 ,       ,  0.194,      9.3,0.000, 90.0,  0.0,  0.0, 768.5, 646.2, 768.5, 646.2,  0.335,  0.424,  0.784,  0.827
Kepler-132 b                  ,       ,  0.108,      6.2,0.000, 90.0,  0.0,  0.0,1443.2,1213.6,1443.2,1213.6,  0.942,  1.193,  2.092,  2.206
Kepler-132 c                  ,       ,  0.114,      6.4,0.000, 90.0,  0.0,  0.0,1432.6,1204.6,1432.6,1204.6,  0.942,  1.193,  2.092,  2.206
Kepler-132 d                  ,       ,  0.138,     18.0,0.000, 90.0,  0.0,  0.0,1013.0, 851.8,1013.0, 851.8,  0.942,  1.193,  2.092,  2.206
Kepler-132 e                  ,       ,  0.105,    110.3,0.000, 90.0,  0.0,  0.0, 537.2, 451.8, 537.2, 451.8,  0.884,  1.120,  1.963,  2.070
Kepler-1330 b                 ,       ,  0.147,     10.1,0.000, 90.0,  0.0,  0.0,1035.9, 871.1,1035.9, 871.1,  0.672,  0.851,  1.507,  1.590
Kepler-1331 b                 ,       ,  0.094,      0.8,0.000, 90.0,  0.0,  0.0,1754.3,1475.2,1754.3,1475.2,  0.336,  0.425,  0.787,  0.830
Kepler-1332 b                 ,       ,  0.122,     11.9,0.000, 90.0,  0.0,  0.0, 959.3, 806.7, 959.3, 806.7,  0.638,  0.808,  1.433,  1.511
Kepler-1333 b                 ,       ,  0.251,    109.6,0.000, 90.0,  0.0,  0.0, 467.0, 392.7, 467.0, 392.7,  0.661,  0.837,  1.483,  1.564
Kepler-1334 b                 ,       ,  0.204,     15.6,0.000, 90.0,  0.0,  0.0, 886.7, 745.6, 886.7, 745.6,  0.651,  0.825,  1.461,  1.541
Kepler-1335 b                 ,       ,  0.129,      6.3,0.000, 90.0,  0.0,  0.0, 979.5, 823.7, 979.5, 823.7,  0.419,  0.531,  0.965,  1.018
Kepler-1336 b                 ,       ,  0.177,     23.2,0.000, 90.0,  0.0,  0.0, 912.5, 767.3, 912.5, 767.3,  0.902,  1.143,  2.031,  2.142
Kepler-1336 c                 ,       ,  0.153,      5.8,0.000, 90.0,  0.0,  0.0,1450.4,1219.6,1450.4,1219.6,  0.902,  1.143,  2.031,  2.142
Kepler-1337 b                 ,       ,  0.215,     24.4,0.000, 90.0,  0.0,  0.0, 555.2, 466.9, 555.2, 466.9,  0.328,  0.416,  0.768,  0.810
Kepler-1338 b                 ,       ,  0.082,      0.9,0.000, 90.0,  0.0,  0.0,2521.2,2120.1,2521.2,2120.1,  0.818,  1.036,  1.821,  1.921
Kepler-1339 b                 ,       ,  0.063,      1.3,0.000, 90.0,  0.0,  0.0,2022.6,1700.8,2022.6,1700.8,  0.660,  0.836,  1.482,  1.563
Kepler-133 b                  ,       ,  0.157,      8.1,0.000, 90.0,  0.0,  0.0,1362.7,1145.9,1362.7,1145.9,  1.057,  1.339,  2.364,  2.493
Kepler-133 c                  ,       ,  0.253,     31.5,0.000, 90.0,  0.0,  0.0, 869.2, 730.9, 869.2, 730.9,  1.057,  1.339,  2.364,  2.493
Kepler-1340 b                 ,       ,  0.138,      0.7,0.000, 90.0,  0.0,  0.0,3404.1,2862.5,3404.1,2862.5,  1.238,  1.568,  2.731,  2.881
Kepler-1341 b                 ,       ,  0.267,    133.0,0.000, 90.0,  0.0,100.0, 330.4, 277.8, 330.4, 277.8,  0.373,  0.472,  0.867,  0.914
Kepler-1342 b                 ,       ,  0.148,      2.2,0.000, 90.0,  0.0,  0.0,1668.5,1403.0,1668.5,1403.0,  0.627,  0.795,  1.412,  1.489
Kepler-1343 b                 ,       ,  0.172,      3.4,0.000, 90.0,  0.0,  0.0,1534.1,1290.0,1534.1,1290.0,  0.694,  0.880,  1.552,  1.637
Kepler-1344 b                 ,       ,  0.164,      4.8,0.000, 90.0,  0.0,  0.0,1526.1,1283.3,1526.1,1283.3,  0.898,  1.137,  1.995,  2.105
Kepler-1345 b                 ,       ,  0.211,     44.6,0.000, 90.0,  0.0,  0.0, 885.9, 744.9, 885.9, 744.9,  1.392,  1.763,  3.066,  3.234
Kepler-1346 b                 ,       ,  0.141,      3.4,0.000, 90.0,  0.0,  0.0,1798.8,1512.6,1798.8,1512.6,  1.002,  1.269,  2.219,  2.340
Kepler-1347 b                 ,       ,  0.092,     14.0,0.000, 90.0,  0.0,  0.0, 811.1, 682.1, 811.1, 682.1,  0.495,  0.627,  1.127,  1.188
Kepler-1348 b                 ,       ,  0.173,     27.6,0.000, 90.0,  0.0,  0.0, 812.5, 683.2, 812.5, 683.2,  0.811,  1.027,  1.804,  1.903
Kepler-1349 b                 ,       ,  0.062,      2.1,0.000, 90.0,  0.0,  0.0,2140.4,1799.8,2140.4,1799.8,  1.046,  1.325,  2.320,  2.447
Kepler-134 b                  ,       ,  0.178,      5.3,0.000, 90.0,  0.0,  0.0,1518.7,1277.1,1518.7,1277.1,  0.935,  1.184,  2.078,  2.191
Kepler-134 c                  ,       ,  0.112,     10.1,0.000, 90.0,  0.0,  0.0,1226.5,1031.3,1226.5,1031.3,  0.935,  1.184,  2.078,  2.191
Kepler-1350 b                 ,       ,  0.225,      4.5,0.000, 90.0,  0.0,  0.0, 764.3, 642.7, 764.3, 642.7,  0.189,  0.240,  0.458,  0.483
Kepler-1350 c                 ,       ,  0.154,      1.8,0.000, 90.0,  0.0,  0.0,1043.5, 877.5,1043.5, 877.5,  0.189,  0.240,  0.458,  0.483
Kepler-1351 b                 ,       ,  0.058,      0.9,0.000, 90.0,  0.0,  0.0,1627.2,1368.3,1627.2,1368.3,  0.317,  0.402,  0.745,  0.785
Kepler-1352 b                 ,       ,  0.079,      1.9,0.000, 90.0,  0.0,  0.0,2151.3,1809.0,2151.3,1809.0,  0.956,  1.211,  2.119,  2.235
Kepler-1353 b                 ,       ,  0.161,     24.8,0.000, 90.0,  0.0,  0.0, 596.6, 501.7, 596.6, 501.7,  0.389,  0.493,  0.901,  0.950
Kepler-1354 b                 ,       ,  0.265,     76.6,0.000, 90.0,  0.0,  0.0, 646.6, 543.7, 646.6, 543.7,  1.036,  1.312,  2.293,  2.419
Kepler-1355 b                 ,       ,  0.130,      1.3,0.000, 90.0,  0.0,  0.0,1875.5,1577.1,1875.5,1577.1,  0.548,  0.694,  1.240,  1.308
Kepler-1356 b                 ,       ,  0.136,      0.6,0.000, 90.0,  0.0,  0.0,2223.8,1870.0,2223.8,1870.0,  0.475,  0.601,  1.084,  1.143
Kepler-1357 b                 ,       ,  0.114,      3.0,0.000, 90.0,  0.0,  0.0,1525.7,1283.0,1525.7,1283.0,  0.641,  0.812,  1.439,  1.517
Kepler-1358 b                 ,       ,  0.100,      7.1,0.000, 90.0,  0.0,  0.0,1016.8, 855.0,1016.8, 855.0,  0.493,  0.625,  1.123,  1.184
Kepler-1359 b                 ,       ,  0.252,     59.5,0.000, 90.0,  0.0,  0.0, 437.2, 367.7, 437.2, 367.7,  0.380,  0.481,  0.881,  0.929
Kepler-135 b                  ,       ,  0.161,      6.0,0.000, 90.0,  0.0,  0.0,1523.2,1280.9,1523.2,1280.9,  1.043,  1.322,  2.313,  2.440
Kepler-135 c                  ,       ,  0.103,     11.4,0.000, 90.0,  0.0,  0.0,1228.5,1033.1,1228.5,1033.1,  1.043,  1.322,  2.313,  2.440
Kepler-1360 b                 ,       ,  0.303,     40.5,0.000, 90.0,  0.0,  0.0,1021.4, 858.9,1021.4, 858.9,  1.782,  2.257,  3.908,  4.122
Kepler-1361 b                 ,       ,  0.077,      3.6,0.000, 90.0,  0.0,  0.0,1260.9,1060.3,1260.9,1060.3,  0.485,  0.614,  1.106,  1.167
Kepler-1362 b                 ,       ,  0.232,    136.2,0.000, 90.0,  0.0,100.0, 345.4, 290.5, 345.4, 290.5,  0.412,  0.522,  0.951,  1.003
Kepler-1363 b                 ,       ,  0.112,      2.9,0.000, 90.0,  0.0,  0.0,1229.4,1033.8,1229.4,1033.8,  0.399,  0.505,  0.920,  0.970
Kepler-1364 b                 ,       ,  0.192,     13.3,0.000, 90.0,  0.0,  0.0,1472.9,1238.5,1472.9,1238.5,  1.755,  2.222,  3.846,  4.057
Kepler-1365 b                 ,       ,  0.082,      7.7,0.000, 90.0,  0.0,  0.0,1227.2,1031.9,1227.2,1031.9,  0.786,  0.996,  1.757,  1.853
Kepler-1365 c                 ,       ,  0.071,      4.8,0.000, 90.0,  0.0,  0.0,1439.1,1210.1,1439.1,1210.1,  0.786,  0.996,  1.757,  1.853
Kepler-1366 b                 ,       ,  0.128,      2.2,0.000, 90.0,  0.0,  0.0,1081.7, 909.6,1081.7, 909.6,  0.241,  0.305,  0.577,  0.608
Kepler-1367 b                 ,       ,  0.082,      1.6,0.000, 90.0,  0.0,  0.0,1213.5,1020.5,1213.5,1020.5,  0.245,  0.311,  0.585,  0.617
Kepler-1368 b                 ,       ,  0.147,      0.7,0.000, 90.0,  0.0,  0.0,2834.7,2383.7,2834.7,2383.7,  0.841,  1.065,  1.871,  1.974
Kepler-1369 b                 ,       ,  0.240,     25.9,0.000, 90.0,  0.0,  0.0, 795.7, 669.1, 795.7, 669.1,  0.740,  0.937,  1.653,  1.743
Kepler-136 b                  ,       ,  0.183,     11.6,0.000, 90.0,  0.0,  0.0,1263.8,1062.7,1263.8,1062.7,  1.131,  1.433,  2.504,  2.641
Kepler-136 c                  ,       ,  0.178,     16.4,0.000, 90.0,  0.0,  0.0,1128.2, 948.7,1128.2, 948.7,  1.131,  1.433,  2.504,  2.641
Kepler-1370 b                 ,       ,  0.164,     20.3,0.000, 90.0,  0.0,  0.0,1028.7, 865.0,1028.7, 865.0,  1.087,  1.377,  2.405,  2.537
Kepler-1370 c                 ,       ,  0.113,      7.4,0.000, 90.0,  0.0,  0.0,1436.5,1208.0,1436.5,1208.0,  1.087,  1.377,  2.405,  2.537
Kepler-1371 b                 ,       ,  0.065,      3.4,0.000, 90.0,  0.0,  0.0,1356.4,1140.6,1356.4,1140.6,  0.550,  0.696,  1.243,  1.311
Kepler-1371 c                 ,       ,  0.057,      2.0,0.000, 90.0,  0.0,  0.0,1624.7,1366.2,1624.7,1366.2,  0.550,  0.696,  1.243,  1.311
Kepler-1372 b                 ,       ,  0.113,      1.3,0.000, 90.0,  0.0,  0.0,2100.6,1766.4,2100.6,1766.4,  0.707,  0.896,  1.584,  1.671
Kepler-1373 b                 ,       ,  0.103,      1.3,0.000, 90.0,  0.0,  0.0,2645.1,2224.2,2645.1,2224.2,  1.150,  1.456,  2.538,  2.677
Kepler-1374 b                 ,       ,  0.204,     10.7,0.000, 90.0,  0.0,  0.0, 916.9, 771.0, 916.9, 771.0,  0.530,  0.671,  1.200,  1.266
Kepler-1375 b                 ,       ,  0.155,      3.3,0.000, 90.0,  0.0,  0.0,2309.1,1941.7,2309.1,1941.7,  1.703,  2.156,  3.737,  3.941
Kepler-1376 b                 ,       ,  0.094,      5.3,0.000, 90.0,  0.0,  0.0,1313.9,1104.8,1313.9,1104.8,  0.703,  0.891,  1.577,  1.663
Kepler-1377 b                 ,       ,  0.112,      0.7,0.000, 90.0,  0.0,  0.0,2194.7,1845.5,2194.7,1845.5,  0.518,  0.656,  1.178,  1.243
Kepler-1378 b                 ,       ,  0.196,     12.0,0.000, 90.0,  0.0,  0.0, 686.2, 577.0, 686.2, 577.0,  0.313,  0.396,  0.736,  0.776
Kepler-1379 b                 ,       ,  0.116,      0.9,0.000, 90.0,  0.0,  0.0,2033.0,1709.5,2033.0,1709.5,  0.494,  0.626,  1.125,  1.187
Kepler-137 b                  ,       ,  0.131,      8.4,0.000, 90.0,  0.0,  0.0, 959.8, 807.1, 959.8, 807.1,  0.502,  0.636,  1.142,  1.204
Kepler-137 c                  ,       ,  0.168,     18.7,0.000, 90.0,  0.0,  0.0, 738.7, 621.2, 738.7, 621.2,  0.502,  0.636,  1.142,  1.204
Kepler-1380 b                 ,       ,  0.128,     10.3,0.000, 90.0,  0.0,  0.0,1023.9, 861.0,1023.9, 861.0,  0.664,  0.841,  1.492,  1.573
Kepler-1381 b                 ,       ,  0.201,     25.4,0.000, 90.0,  0.0,  0.0, 782.4, 657.9, 782.4, 657.9,  0.699,  0.886,  1.564,  1.649
Kepler-1382 b                 ,       ,  0.168,     16.4,0.000, 90.0,  0.0,  0.0,1239.4,1042.2,1239.4,1042.2,  1.434,  1.817,  3.175,  3.349
Kepler-1383 b                 ,       ,  0.126,     13.9,0.000, 90.0,  0.0,  0.0,1253.5,1054.1,1253.5,1054.1,  1.268,  1.606,  2.795,  2.948
Kepler-1384 b                 ,       ,  0.173,     15.4,0.000, 90.0,  0.0,  0.0, 727.1, 611.5, 727.1, 611.5,  0.422,  0.534,  0.970,  1.023
Kepler-1385 b                 ,       ,  0.076,      2.9,0.000, 90.0,  0.0,  0.0,1830.4,1539.2,1830.4,1539.2,  0.956,  1.211,  2.137,  2.254
Kepler-1386 b                 ,       ,  0.111,      6.7,0.000, 90.0,  0.0,  0.0,1258.3,1058.1,1258.3,1058.1,  0.763,  0.967,  1.707,  1.801
Kepler-1387 b                 ,       ,  0.083,      2.3,0.000, 90.0,  0.0,  0.0,1425.3,1198.5,1425.3,1198.5,  0.459,  0.582,  1.051,  1.108
Kepler-1388 b                 ,       ,  0.231,     12.3,0.000, 90.0,  0.0,  0.0, 614.0, 516.3, 614.0, 516.3,  0.248,  0.315,  0.593,  0.626
Kepler-1388 c                 ,       ,  0.202,      5.5,0.000, 90.0,  0.0,  0.0, 800.9, 673.5, 800.9, 673.5,  0.248,  0.315,  0.593,  0.626
Kepler-1388 d                 ,       ,  0.255,     21.0,0.000, 90.0,  0.0,  0.0, 513.9, 432.1, 513.9, 432.1,  0.248,  0.315,  0.593,  0.626
Kepler-1388 e                 ,       ,  0.219,     37.6,0.000, 90.0,  0.0,  0.0, 422.8, 355.5, 422.8, 355.5,  0.248,  0.315,  0.593,  0.626
Kepler-1389 b                 ,       ,  0.158,     99.3,0.000, 90.0,  0.0,  0.0, 400.5, 336.8, 400.5, 336.8,  0.446,  0.565,  1.020,  1.075
Kepler-138 b                  ,       ,  0.057,     10.3,0.020, 40.0,  0.0,  0.0, 593.2, 498.8, 581.4, 488.9,  0.193,  0.244,  0.466,  0.491
Kepler-138 c                  ,  0.007,  0.135,     13.8,0.017, 34.0,  0.0,  0.0, 537.9, 452.3, 528.8, 444.7,  0.193,  0.244,  0.466,  0.491
Kepler-138 d                  ,  0.007,  0.135,     23.1,0.010,250.0,  0.0,  0.0, 451.2, 379.4, 446.7, 375.7,  0.193,  0.244,  0.466,  0.491
Kepler-138 e                  ,  0.001,       ,     38.2,0.112, 76.0,  0.0, 32.1, 402.7, 338.6, 359.9, 302.6,  0.193,  0.244,  0.466,  0.491
Kepler-1390 b                 ,       ,  0.105,      6.5,0.000, 90.0,  0.0,  0.0,1256.2,1056.4,1256.2,1056.4,  0.730,  0.925,  1.633,  1.722
Kepler-1391 b                 ,       ,  0.150,     54.4,0.000, 90.0,  0.0,  0.0, 659.2, 554.4, 659.2, 554.4,  0.840,  1.065,  1.874,  1.977
Kepler-1392 b                 ,       ,  0.175,     15.1,0.000, 90.0,  0.0,  0.0, 854.9, 718.9, 854.9, 718.9,  0.584,  0.740,  1.316,  1.388
Kepler-1393 b                 ,       ,  0.071,      2.4,0.000, 90.0,  0.0,  0.0,1677.0,1410.2,1677.0,1410.2,  0.675,  0.855,  1.510,  1.593
Kepler-1394 b                 ,       ,  0.124,      3.9,0.000, 90.0,  0.0,  0.0,2473.6,2080.0,2473.6,2080.0,  2.308,  2.924,  5.082,  5.360
Kepler-1395 b                 ,       ,  0.071,      3.8,0.000, 90.0,  0.0,  0.0,1744.1,1466.6,1744.1,1466.6,  1.019,  1.291,  2.258,  2.382
Kepler-1396 b                 ,       ,  0.185,     18.2,0.000, 90.0,  0.0,  0.0,1057.8, 889.5,1057.8, 889.5,  1.069,  1.353,  2.364,  2.493
Kepler-1397 b                 ,       ,  0.153,     47.4,0.000, 90.0,  0.0,  0.0, 711.7, 598.5, 711.7, 598.5,  0.901,  1.141,  2.000,  2.110
Kepler-1398 b                 ,       ,  0.080,      2.8,0.000, 90.0,  0.0,  0.0,1898.7,1596.6,1898.7,1596.6,  0.975,  1.235,  2.160,  2.278
Kepler-1398 c                 ,       ,  0.092,      4.1,0.000, 90.0,  0.0,  0.0,1664.6,1399.7,1664.6,1399.7,  0.975,  1.235,  2.160,  2.278
Kepler-1399 b                 ,       ,  0.112,      1.6,0.000, 90.0,  0.0,  0.0,1963.4,1651.0,1963.4,1651.0,  0.712,  0.902,  1.592,  1.679
Kepler-139 b                  ,       ,  0.262,     15.8,0.000, 90.0,  0.0,  0.0,1026.2, 862.9,1026.2, 862.9,  0.925,  1.171,  2.076,  2.190
Kepler-139 c                  ,       ,  0.302,    157.1,0.000, 90.0,  0.0,  0.0, 477.7, 401.7, 477.7, 401.7,  0.925,  1.171,  2.076,  2.190
